"Date","Price","Open","High","Low","Vol.","Change %"
"08/24/2024","0.3936","0.3911","0.4012","0.3878","145.23M","0.56%"
"08/23/2024","0.3914","0.3763","0.3921","0.3739","186.23M","4.01%"
"08/22/2024","0.3763","0.3689","0.3774","0.3643","148.45M","2.01%"
"08/21/2024","0.3689","0.3433","0.3773","0.3429","203.94M","7.47%"
"08/20/2024","0.3433","0.3366","0.3482","0.3358","141.01M","1.95%"
"08/19/2024","0.3367","0.3344","0.3376","0.3281","139.33M","0.71%"
"08/18/2024","0.3343","0.3373","0.3398","0.3327","97.90M","-0.88%"
"08/17/2024","0.3373","0.3303","0.3387","0.3274","107.96M","2.11%"
"08/16/2024","0.3303","0.3249","0.3453","0.3204","194.36M","1.68%"
"08/15/2024","0.3249","0.3353","0.3417","0.3209","166.11M","-3.13%"
"08/14/2024","0.3354","0.3399","0.3455","0.3316","139.01M","-1.35%"
"08/13/2024","0.3399","0.3390","0.3448","0.3308","137.40M","0.27%"
"08/12/2024","0.3390","0.3277","0.3443","0.3268","181.76M","3.50%"
"08/11/2024","0.3276","0.3458","0.3564","0.3271","140.15M","-5.26%"
"08/10/2024","0.3457","0.3484","0.3514","0.3443","109.03M","-0.74%"
"08/09/2024","0.3483","0.3517","0.3543","0.3369","180.45M","-0.94%"
"08/08/2024","0.3516","0.3239","0.3533","0.3191","205.69M","8.69%"
"08/07/2024","0.3235","0.3311","0.3408","0.3163","217.86M","-2.26%"
"08/06/2024","0.3310","0.3117","0.3367","0.3115","271.33M","6.19%"
"08/05/2024","0.3117","0.3441","0.3458","0.2771","816.56M","-9.39%"
"08/04/2024","0.3440","0.3646","0.3674","0.3343","195.67M","-5.62%"
"08/03/2024","0.3645","0.3637","0.3730","0.3493","185.24M","0.22%"
"08/02/2024","0.3637","0.3927","0.3951","0.3589","229.52M","-7.40%"
"08/01/2024","0.3928","0.3882","0.3957","0.3689","186.64M","1.17%"
"07/31/2024","0.3883","0.4014","0.4077","0.3872","143.98M","-3.28%"
"07/30/2024","0.4014","0.4034","0.4075","0.3951","147.68M","-0.48%"
"07/29/2024","0.4034","0.4073","0.4270","0.4034","166.33M","-0.97%"
"07/28/2024","0.4073","0.4173","0.4206","0.4046","155.37M","-2.39%"
"07/27/2024","0.4173","0.4173","0.4291","0.4134","247.22M","0.00%"
"07/26/2024","0.4173","0.3948","0.4198","0.3946","133.62M","5.68%"
"07/25/2024","0.3948","0.4062","0.4082","0.3818","179.67M","-2.81%"
"07/24/2024","0.4062","0.4099","0.4215","0.4040","182.57M","-0.89%"
"07/23/2024","0.4099","0.4262","0.4295","0.4032","175.78M","-3.84%"
"07/22/2024","0.4263","0.4470","0.4499","0.4240","161.90M","-4.64%"
"07/21/2024","0.4470","0.4373","0.4487","0.4174","162.41M","2.21%"
"07/20/2024","0.4373","0.4390","0.4419","0.4276","124.58M","-0.35%"
"07/19/2024","0.4389","0.4235","0.4427","0.4149","164.66M","3.64%"
"07/18/2024","0.4234","0.4359","0.4495","0.4201","162.29M","-2.86%"
"07/17/2024","0.4359","0.4380","0.4561","0.4356","186.42M","-0.49%"
"07/16/2024","0.4381","0.4449","0.4522","0.4267","223.38M","-1.61%"
"07/15/2024","0.4452","0.4318","0.4456","0.4312","216.47M","3.09%"
"07/14/2024","0.4319","0.4414","0.4448","0.4253","178.80M","-2.15%"
"07/13/2024","0.4414","0.4165","0.4457","0.4115","176.16M","5.93%"
"07/12/2024","0.4166","0.3959","0.4178","0.3932","191.58M","5.24%"
"07/11/2024","0.3959","0.3885","0.4047","0.3850","177.81M","1.87%"
"07/10/2024","0.3886","0.3754","0.3899","0.3720","148.90M","3.54%"
"07/09/2024","0.3754","0.3691","0.3808","0.3629","160.25M","1.69%"
"07/08/2024","0.3691","0.3464","0.3799","0.3311","290.58M","6.57%"
"07/07/2024","0.3464","0.3710","0.3713","0.3446","161.72M","-6.65%"
"07/06/2024","0.3710","0.3498","0.3731","0.3466","179.40M","6.08%"
"07/05/2024","0.3498","0.3621","0.3621","0.3192","469.67M","-3.41%"
"07/04/2024","0.3621","0.4069","0.4137","0.3617","259.57M","-11.02%"
"07/03/2024","0.4069","0.4183","0.4230","0.4007","189.92M","-2.73%"
"07/02/2024","0.4184","0.4032","0.4197","0.4028","145.09M","3.75%"
"07/01/2024","0.4032","0.3925","0.4084","0.3916","152.75M","2.75%"
"06/30/2024","0.3924","0.3840","0.3943","0.3789","119.34M","2.19%"
"06/29/2024","0.3840","0.3858","0.4037","0.3835","151.05M","-0.45%"
"06/28/2024","0.3858","0.3913","0.3966","0.3853","180.88M","-1.40%"
"06/27/2024","0.3913","0.3849","0.3938","0.3778","167.84M","1.65%"
"06/26/2024","0.3849","0.3918","0.3954","0.3832","167.45M","-1.75%"
"06/25/2024","0.3918","0.3777","0.3972","0.3771","163.42M","3.70%"
"06/24/2024","0.3778","0.3801","0.3816","0.3651","230.16M","-0.60%"
"06/23/2024","0.3801","0.3846","0.3932","0.3795","125.33M","-1.19%"
"06/22/2024","0.3846","0.3759","0.3904","0.3715","149.60M","2.33%"
"06/21/2024","0.3759","0.3843","0.3909","0.3739","173.06M","-2.18%"
"06/20/2024","0.3843","0.3845","0.3973","0.3775","175.24M","-0.06%"
"06/19/2024","0.3845","0.3836","0.3978","0.3803","182.49M","0.24%"
"06/18/2024","0.3836","0.4012","0.4024","0.3613","333.22M","-4.39%"
"06/17/2024","0.4012","0.4168","0.4207","0.3920","215.28M","-3.74%"
"06/16/2024","0.4168","0.4140","0.4190","0.4093","98.34M","0.68%"
